;kW
2015-02-03 21:30;223
2015-02-03 22:00;210
2015-02-03 22:30;205
2015-02-03 23:00;203
2015-02-03 23:30;210
2015-02-04 00:00;210
2015-02-04 00:30;202
2015-02-04 01:00;201
2015-02-04 01:30;201
2015-02-04 02:00;192
2015-02-04 02:30;192
2015-02-04 03:00;195
2015-02-04 03:30;198
2015-02-04 04:00;187
2015-02-04 04:30;186
2015-02-04 05:00;186
2015-02-04 05:30;187
2015-02-04 06:00;200
2015-02-04 06:30;240
2015-02-04 07:00;290
2015-02-04 07:30;362
2015-02-04 08:00;411
2015-02-04 08:30;464
2015-02-04 09:00;477
2015-02-04 09:30;532
2015-02-04 10:00;554
2015-02-04 10:30;543
2015-02-04 11:00;542
2015-02-04 11:30;556
2015-02-04 12:00;564
2015-02-04 12:30;596
2015-02-04 13:00;610
2015-02-04 13:30;595
2015-02-04 14:00;605
2015-02-04 14:30;587
2015-02-04 15:00;567
2015-02-04 15:30;577
2015-02-04 16:00;547
2015-02-04 16:30;467
2015-02-04 17:00;369
2015-02-04 17:30;310
2015-02-04 18:00;272
2015-02-04 18:30;220
2015-02-04 19:00;215
2015-02-04 19:30;222
2015-02-04 20:00;217
2015-02-04 20:30;203
2015-02-04 21:00;219
2015-02-04 21:30;218
2015-02-04 22:00;198
2015-02-04 22:30;192
2015-02-04 23:00;195
2015-02-04 23:30;194
2015-02-05 00:00;201
2015-02-05 00:30;197
2015-02-05 01:00;199
2015-02-05 01:30;195
2015-02-05 02:00;192
2015-02-05 02:30;192
2015-02-05 03:00;193
2015-02-05 03:30;192
2015-02-05 04:00;181
2015-02-05 04:30;184
2015-02-05 05:00;184
2015-02-05 05:30;186
2015-02-05 06:00;170
2015-02-05 06:30;198
2015-02-05 07:00;266
2015-02-05 07:30;351
2015-02-05 08:00;430
2015-02-05 08:30;479
2015-02-05 09:00;519
2015-02-05 09:30;518
2015-02-05 10:00;524
2015-02-05 10:30;533
2015-02-05 11:00;509
2015-02-05 11:30;547
2015-02-05 12:00;574
2015-02-05 12:30;588
2015-02-05 13:00;597
2015-02-05 13:30;583
2015-02-05 14:00;576
2015-02-05 14:30;555
2015-02-05 15:00;547
2015-02-05 15:30;534
2015-02-05 16:00;498
2015-02-05 16:30;424
2015-02-05 17:00;366
2015-02-05 17:30;327
2015-02-05 18:00;317
2015-02-05 18:30;263
2015-02-05 19:00;239
2015-02-05 19:30;235
2015-02-05 20:00;226
2015-02-05 20:30;208
2015-02-05 21:00;212
2015-02-05 21:30;201
2015-02-05 22:00;193
2015-02-05 22:30;197
2015-02-05 23:00;197
2015-02-05 23:30;200
2015-02-06 00:00;192
2015-02-06 00:30;190
2015-02-06 01:00;182
2015-02-06 01:30;180
2015-02-06 02:00;169
2015-02-06 02:30;173
2015-02-06 03:00;172
2015-02-06 03:30;178
2015-02-06 04:00;167
2015-02-06 04:30;170
2015-02-06 05:00;173
2015-02-06 05:30;173
2015-02-06 06:00;181
2015-02-06 06:30;203
2015-02-06 07:00;288
2015-02-06 07:30;350
2015-02-06 08:00;407
2015-02-06 08:30;436
2015-02-06 09:00;457
2015-02-06 09:30;463
2015-02-06 10:00;487
2015-02-06 10:30;491
2015-02-06 11:00;506
2015-02-06 11:30;515
2015-02-06 12:00;512
2015-02-06 12:30;512
2015-02-06 13:00;534
2015-02-06 13:30;525
2015-02-06 14:00;515
2015-02-06 14:30;503
2015-02-06 15:00;492
2015-02-06 15:30;462
2015-02-06 16:00;399
2015-02-06 16:30;344
2015-02-06 17:00;305
2015-02-06 17:30;273
2015-02-06 18:00;256
2015-02-06 18:30;239
2015-02-06 19:00;232
2015-02-06 19:30;232
2015-02-06 20:00;230
2015-02-06 20:30;223
2015-02-06 21:00;216
2015-02-06 21:30;214
2015-02-06 22:00;203
2015-02-06 22:30;196
2015-02-06 23:00;204
2015-02-06 23:30;204
2015-02-07 00:00;197
2015-02-07 00:30;203
2015-02-07 01:00;200
2015-02-07 01:30;197
2015-02-07 02:00;203
2015-02-07 02:30;198
2015-02-07 03:00;191
2015-02-07 03:30;195
2015-02-07 04:00;192
2015-02-07 04:30;192
2015-02-07 05:00;196
2015-02-07 05:30;194
2015-02-07 06:00;185
2015-02-07 06:30;177
2015-02-07 07:00;183
2015-02-07 07:30;189
2015-02-07 08:00;197
2015-02-07 08:30;222
2015-02-07 09:00;231
2015-02-07 09:30;242
2015-02-07 10:00;250
2015-02-07 10:30;244
2015-02-07 11:00;232
2015-02-07 11:30;245
2015-02-07 12:00;242
2015-02-07 12:30;246
2015-02-07 13:00;246
2015-02-07 13:30;249
2015-02-07 14:00;244
2015-02-07 14:30;230
2015-02-07 15:00;223
2015-02-07 15:30;217
2015-02-07 16:00;184
2015-02-07 16:30;188
2015-02-07 17:00;186
2015-02-07 17:30;189
2015-02-07 18:00;191
2015-02-07 18:30;179
2015-02-07 19:00;174
2015-02-07 19:30;189
2015-02-07 20:00;193
2015-02-07 20:30;190
2015-02-07 21:00;190
2015-02-07 21:30;186
2015-02-07 22:00;181
2015-02-07 22:30;181
2015-02-07 23:00;183
2015-02-07 23:30;189
2015-02-08 00:00;190
2015-02-08 00:30;189
2015-02-08 01:00;180
2015-02-08 01:30;179
2015-02-08 02:00;176
2015-02-08 02:30;179
2015-02-08 03:00;174
2015-02-08 03:30;179
2015-02-08 04:00;172
2015-02-08 04:30;184
2015-02-08 05:00;173
2015-02-08 05:30;174
2015-02-08 06:00;163
2015-02-08 06:30;152
2015-02-08 07:00;153
2015-02-08 07:30;152
2015-02-08 08:00;162
2015-02-08 08:30;169
2015-02-08 09:00;177
2015-02-08 09:30;186
2015-02-08 10:00;188
2015-02-08 10:30;194
2015-02-08 11:00;193
2015-02-08 11:30;197
2015-02-08 12:00;197
2015-02-08 12:30;203
2015-02-08 13:00;207
2015-02-08 13:30;204
2015-02-08 14:00;205
2015-02-08 14:30;207
2015-02-08 15:00;210
2015-02-08 15:30;213
2015-02-08 16:00;215
2015-02-08 16:30;210
2015-02-08 17:00;206
2015-02-08 17:30;205
2015-02-08 18:00;200
2015-02-08 18:30;191
2015-02-08 19:00;196
2015-02-08 19:30;206
2015-02-08 20:00;200
2015-02-08 20:30;204
2015-02-08 21:00;206
2015-02-08 21:30;200
2015-02-08 22:00;195
2015-02-08 22:30;194
2015-02-08 23:00;190
2015-02-08 23:30;198
2015-02-09 00:00;195
2015-02-09 00:30;197
2015-02-09 01:00;193
2015-02-09 01:30;184
2015-02-09 02:00;188
2015-02-09 02:30;186
2015-02-09 03:00;182
2015-02-09 03:30;183
2015-02-09 04:00;177
2015-02-09 04:30;179
2015-02-09 05:00;176
2015-02-09 05:30;185
2015-02-09 06:00;183
2015-02-09 06:30;232
2015-02-09 07:00;291
2015-02-09 07:30;359
2015-02-09 08:00;429
2015-02-09 08:30;465
2015-02-09 09:00;508
2015-02-09 09:30;530
2015-02-09 10:00;543
2015-02-09 10:30;565
2015-02-09 11:00;569
2015-02-09 11:30;585
2015-02-09 12:00;607
2015-02-09 12:30;622
2015-02-09 13:00;626
2015-02-09 13:30;628
2015-02-09 14:00;642
2015-02-09 14:30;623
2015-02-09 15:00;593
2015-02-09 15:30;566
2015-02-09 16:00;529
2015-02-09 16:30;466
2015-02-09 17:00;415
2015-02-09 17:30;363
2015-02-09 18:00;318
2015-02-09 18:30;278
2015-02-09 19:00;265
2015-02-09 19:30;265
2015-02-09 20:00;265
2015-02-09 20:30;249
2015-02-09 21:00;236
2015-02-09 21:30;235
2015-02-09 22:00;232
2015-02-09 22:30;228
2015-02-09 23:00;226
2015-02-09 23:30;230
2015-02-10 00:00;231
2015-02-10 00:30;225
2015-02-10 01:00;224
2015-02-10 01:30;218
2015-02-10 02:00;218
2015-02-10 02:30;212
2015-02-10 03:00;215
2015-02-10 03:30;216
2015-02-10 04:00;210
2015-02-10 04:30;203
2015-02-10 05:00;205
2015-02-10 05:30;208
2015-02-10 06:00;211
2015-02-10 06:30;259
2015-02-10 07:00;348
2015-02-10 07:30;416
2015-02-10 08:00;546
2015-02-10 08:30;575
2015-02-10 09:00;603
2015-02-10 09:30;626
2015-02-10 10:00;637
2015-02-10 10:30;625
2015-02-10 11:00;627
2015-02-10 11:30;629
2015-02-10 12:00;678
2015-02-10 12:30;671
2015-02-10 13:00;675
2015-02-10 13:30;671
2015-02-10 14:00;685
2015-02-10 14:30;677
2015-02-10 15:00;647
2015-02-10 15:30;646
2015-02-10 16:00;581
2015-02-10 16:30;521
2015-02-10 17:00;439
2015-02-10 17:30;366
2015-02-10 18:00;323
2015-02-10 18:30;307
2015-02-10 19:00;300
2015-02-10 19:30;302
2015-02-10 20:00;278
2015-02-10 20:30;268
2015-02-10 21:00;253
2015-02-10 21:30;242
2015-02-10 22:00;241
2015-02-10 22:30;237
2015-02-10 23:00;235
2015-02-10 23:30;227
2015-02-11 00:00;228
2015-02-11 00:30;230
2015-02-11 01:00;231
2015-02-11 01:30;224
2015-02-11 02:00;226
2015-02-11 02:30;216
2015-02-11 03:00;224
2015-02-11 03:30;212
2015-02-11 04:00;210
2015-02-11 04:30;210
2015-02-11 05:00;215
2015-02-11 05:30;219
2015-02-11 06:00;211
2015-02-11 06:30;251
2015-02-11 07:00;353
2015-02-11 07:30;429
2015-02-11 08:00;521
2015-02-11 08:30;534
2015-02-11 09:00;546
2015-02-11 09:30;572
2015-02-11 10:00;617
2015-02-11 10:30;602
2015-02-11 11:00;638
2015-02-11 11:30;646
2015-02-11 12:00;682
2015-02-11 12:30;677
2015-02-11 13:00;675
2015-02-11 13:30;647
2015-02-11 14:00;625
2015-02-11 14:30;641
2015-02-11 15:00;645
2015-02-11 15:30;607
2015-02-11 16:00;554
2015-02-11 16:30;485
2015-02-11 17:00;429
2015-02-11 17:30;379
2015-02-11 18:00;328
2015-02-11 18:30;254
2015-02-11 19:00;248
2015-02-11 19:30;242
2015-02-11 20:00;237
2015-02-11 20:30;232
2015-02-11 21:00;232
2015-02-11 21:30;228
2015-02-11 22:00;222
2015-02-11 22:30;218
2015-02-11 23:00;219
2015-02-11 23:30;217
2015-02-12 00:00;214
2015-02-12 00:30;215
2015-02-12 01:00;212
2015-02-12 01:30;206
2015-02-12 02:00;210
2015-02-12 02:30;201
2015-02-12 03:00;201
2015-02-12 03:30;200
2015-02-12 04:00;200
2015-02-12 04:30;196
2015-02-12 05:00;199
2015-02-12 05:30;198
2015-02-12 06:00;193
2015-02-12 06:30;222
2015-02-12 07:00;332
2015-02-12 07:30;398
2015-02-12 08:00;478
2015-02-12 08:30;522
2015-02-12 09:00;586
2015-02-12 09:30;599
2015-02-12 10:00;595
2015-02-12 10:30;604
2015-02-12 11:00;610
2015-02-12 11:30;640
2015-02-12 12:00;659
2015-02-12 12:30;668
2015-02-12 13:00;682
2015-02-12 13:30;668
2015-02-12 14:00;627
2015-02-12 14:30;648
2015-02-12 15:00;630
2015-02-12 15:30;623
2015-02-12 16:00;566
2015-02-12 16:30;503
2015-02-12 17:00;454
2015-02-12 17:30;383
2015-02-12 18:00;329
2015-02-12 18:30;286
2015-02-12 19:00;277
2015-02-12 19:30;279
2015-02-12 20:00;273
2015-02-12 20:30;268
2015-02-12 21:00;259
2015-02-12 21:30;253
2015-02-12 22:00;242
2015-02-12 22:30;246
2015-02-12 23:00;241
2015-02-12 23:30;244
2015-02-13 00:00;239
2015-02-13 00:30;241
2015-02-13 01:00;229
2015-02-13 01:30;233
2015-02-13 02:00;232
2015-02-13 02:30;226
2015-02-13 03:00;224
2015-02-13 03:30;226
2015-02-13 04:00;219
2015-02-13 04:30;217
2015-02-13 05:00;214
2015-02-13 05:30;222
2015-02-13 06:00;220
2015-02-13 06:30;245
2015-02-13 07:00;328
2015-02-13 07:30;407
2015-02-13 08:00;474
2015-02-13 08:30;488
2015-02-13 09:00;529
2015-02-13 09:30;563
2015-02-13 10:00;586
2015-02-13 10:30;591
2015-02-13 11:00;611
2015-02-13 11:30;609
2015-02-13 12:00;620
2015-02-13 12:30;623
2015-02-13 13:00;609
2015-02-13 13:30;621
2015-02-13 14:00;620
2015-02-13 14:30;606
2015-02-13 15:00;570
2015-02-13 15:30;551
2015-02-13 16:00;505
2015-02-13 16:30;475
2015-02-13 17:00;435
2015-02-13 17:30;369
2015-02-13 18:00;332
2015-02-13 18:30;294
2015-02-13 19:00;283
2015-02-13 19:30;290
2015-02-13 20:00;285
2015-02-13 20:30;285
2015-02-13 21:00;273
2015-02-13 21:30;262
2015-02-13 22:00;254
2015-02-13 22:30;259
2015-02-13 23:00;250
2015-02-13 23:30;229
2015-02-14 00:00;217
2015-02-14 00:30;212
2015-02-14 01:00;212
2015-02-14 01:30;209
2015-02-14 02:00;215
2015-02-14 02:30;211
2015-02-14 03:00;206
2015-02-14 03:30;216
2015-02-14 04:00;201
2015-02-14 04:30;197
2015-02-14 05:00;201
2015-02-14 05:30;203
2015-02-14 06:00;205
2015-02-14 06:30;195
2015-02-14 07:00;195
2015-02-14 07:30;213
2015-02-14 08:00;201
2015-02-14 08:30;211
2015-02-14 09:00;234
2015-02-14 09:30;260
2015-02-14 10:00;275
2015-02-14 10:30;276
2015-02-14 11:00;267
2015-02-14 11:30;267
2015-02-14 12:00;270
2015-02-14 12:30;247
2015-02-14 13:00;238
2015-02-14 13:30;233
2015-02-14 14:00;230
2015-02-14 14:30;235
2015-02-14 15:00;233
